HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select 
CG89-13,0.0,100.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-14,0.0,90.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-15,0.0,136.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-16,0.0,164.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-17,0.0,154.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-18,0.0,152.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-19,0.0,197.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-20,0.0,194.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-21,0.0,166.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-22,0.0,137.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-23,0.0,144.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-24,0.0,233.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-25,0.0,255.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
CG89-26,0.0,71.32,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr91-01,0.0,45.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr91-02,0.0,89.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr91-03,0.0,13.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr91-16,0.0,10.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrBG-01,0.0,24.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-001,0.0,38.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-002,0.0,41.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-003,0.0,16.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-004,0.0,53.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-005,0.0,50.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-006,0.0,44.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-007,0.0,45.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-008,0.0,13.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-009,0.0,17.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrEx-010,0.0,41.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrSD-01,0.0,47.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-01,0.0,20.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-02,0.0,0.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-03,0.0,21.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-04,0.0,20.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-05,0.0,23.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-06,0.0,25.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-07,0.0,0.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrTB-08,0.0,60.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrWS-01,0.0,5.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrWS-02,0.0,5.75,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrWS-03,0.0,2.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrWS-04,0.0,8.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-1,0.0,44.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-2,0.0,30.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-3,0.0,30.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-4,0.0,30.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-5,0.0,30.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-6,0.0,16.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-7,0.0,122.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-8,0.0,11.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-9,0.0,61.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-10,0.0,60.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-11,0.0,73.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-12,0.0,55.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-13,0.0,136.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-14,0.0,152.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
M88-15,0.0,94.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1174,0.0,27.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr87-1A_01c,0.0,1.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
Tr87-1A_01d,0.0,0.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_07,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_08,0.0,0.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_09,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_10,0.0,1.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_11,0.0,0.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_12,0.0,0.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_13,0.0,0.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
TrGgeS_14,0.0,0.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU048,0.0,9.99,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU049,0.0,52.08,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU050,0.0,84.38,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU051,0.0,49.48,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU052,0.0,26.04,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU053,0.0,28.65,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU054,0.0,54.69,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU055,0.0,54.69,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU056,0.0,28.65,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU057,0.0,57.03,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU058,0.0,65.01,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU059,0.0,57.29,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU060,0.0,31.25,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU061,0.0,78.13,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU062,0.0,82.81,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU063,0.0,54.69,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU064,0.0,26.04,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU065,0.0,91.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU066,0.0,49.48,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
IU067,0.0,57.29,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1175,0.0,30.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1176,0.0,50.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1177,0.0,48.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1178,0.0,36.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1179,0.0,48.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1180,0.0,54.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1181,0.0,45.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1182,0.0,32.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
S1183,0.0,42.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1170,0.0,110.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1171,0.0,98.1,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1172,0.0,97.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1173,0.0,119.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1184,0.0,19.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1185,0.0,25.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1186,0.0,25.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1187,0.0,45.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1188,0.0,39.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1189,0.0,43.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1191,0.0,46.0,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1192,0.0,57.9,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1193,0.0,46.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1194,0.0,38.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1196,0.0,37.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1197,0.0,43.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1265,0.0,18.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1266,0.0,21.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1267,0.0,36.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1268,0.0,56.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1269,0.0,26.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1270,0.0,21.3,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1271,0.0,103.6,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1272,0.0,80.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1273,0.0,88.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1274,0.0,15.8,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1275,0.0,27.4,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1276,0.0,12.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1277,0.0,48.2,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1278,0.0,45.7,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
U1279,0.0,94.5,,No Digital Version of Lithology Available,No Digital Version of Lithology Available,n/a,Unknown,
